File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF857YYV	bam	alignments	ENCSR486IFJ	ChIP-seq	Homo sapiens	ESRRA-human	4592759306	GRCh38
ENCFF058RXV	bam	alignments	ENCSR000BTF	ChIP-seq	Homo sapiens	REST-human	960102167	GRCh38
ENCFF373DUA	bam	alignments	ENCSR028UIU	ChIP-seq	Homo sapiens	ATF3-human	4122423719	GRCh38
ENCFF431LTO	bam	alignments	ENCSR163RYW	ChIP-seq	Homo sapiens	ZNF189-human	5174099343	GRCh38
ENCFF794ABP	bam	alignments	ENCSR000BKT	ChIP-seq	Homo sapiens	USF1-human	156295938	GRCh38
ENCFF656BKZ	bam	alignments	ENCSR277DMR	ChIP-seq	Homo sapiens	ETV1-human	4551293399	GRCh38
ENCFF775ONC	bam	alignments	ENCSR000DWQ	ChIP-seq	Homo sapiens	CTCF-human	638305951	GRCh38
ENCFF532XHX	bam	alignments	ENCSR781EQJ	ChIP-seq	Homo sapiens	ZBTB48-human	4402869375	GRCh38
ENCFF589IXE	bam	alignments	ENCSR000EGI	ChIP-seq	Homo sapiens	MAFF-human	804073613	GRCh38
ENCFF122SAG	bam	alignments	ENCSR701RXW	ChIP-seq	Homo sapiens	ZNF530-human	3568835673	GRCh38
ENCFF065CIX	bam	alignments	ENCSR212YKD	ChIP-seq	Homo sapiens	SKIL-human	3961420523	GRCh38
ENCFF346OGN	bam	alignments	ENCSR000DUS	ChIP-seq	Homo sapiens	CTCF-human	523293717	GRCh38
ENCFF952DYI	bam	alignments	ENCSR555DCF	ChIP-seq	Homo sapiens	ZNF512B-human	5441787149	GRCh38
ENCFF626ZUD	bam	alignments	ENCSR560BUE	ChIP-seq	Homo sapiens	CTCF-human	587197890	GRCh38
ENCFF940NMC	bam	alignments	ENCSR801BWR	ChIP-seq	Homo sapiens	ZNF155-human	4273228587	GRCh38
ENCFF477CYZ	bam	alignments	ENCSR502OEK	ChIP-seq	Homo sapiens	ELF1-human	3664233820	GRCh38
ENCFF719VXT	bam	alignments	ENCSR893QWP	ChIP-seq	Homo sapiens	REST-human	720623402	GRCh38
ENCFF639IFG	bam	alignments	ENCSR000DUB	ChIP-seq	Homo sapiens	CTCF-human	188746385	GRCh38
ENCFF822ADN	bam	alignments	ENCSR764YDL	ChIP-seq	Homo sapiens	NR0B1-human	3438580804	GRCh38
ENCFF127DWU	bam	alignments	ENCSR860UHK	ChIP-seq	Homo sapiens	CBFB-human	768707575	GRCh38
ENCFF993WWR	bam	alignments	ENCSR345YWJ	ChIP-seq	Homo sapiens	ZBTB33-human	885450985	GRCh38
ENCFF432NAV	bam	alignments	ENCSR065XVO	ChIP-seq	Homo sapiens	CHAMP1-human	4114281266	GRCh38
ENCFF939EOP	bam	alignments	ENCSR015TKV	ChIP-seq	Homo sapiens	BCLAF1-human	4626378835	GRCh38
ENCFF431LJM	bam	alignments	ENCSR022WVP	ChIP-seq	Homo sapiens	JUN-human	957488384	GRCh38
ENCFF478PVM	bam	alignments	ENCSR000BJY	ChIP-seq	Homo sapiens	ATF3-human	142218765	GRCh38
ENCFF408WDT	bam	alignments	ENCSR000EGU	ChIP-seq	Homo sapiens	IRF1-human	245631124	GRCh38
ENCFF195YOT	bam	alignments	ENCSR485VQV	ChIP-seq	Homo sapiens	CTCF-human	2224495830	GRCh38
ENCFF576RFC	bam	alignments	ENCSR778UBR	ChIP-seq	Homo sapiens	ARID3A-human	2277576438	GRCh38
ENCFF005SGG	bam	alignments	ENCSR110UPH	ChIP-seq	Homo sapiens	JUN-human	693316084	GRCh38
ENCFF472ZYB	bam	alignments	ENCSR044IFH	ChIP-seq	Homo sapiens	EP300-human	657632147	GRCh38
ENCFF140JDN	bam	alignments	ENCSR949IWY	ChIP-seq	Homo sapiens	PAX8-human	4562269610	GRCh38
ENCFF542XCL	bam	alignments	ENCSR177VFS	ChIP-seq	Homo sapiens	MEF2B-human	3564823673	GRCh38
ENCFF548GPB	bam	alignments	ENCSR102CSD	ChIP-seq	Homo sapiens	CTCF-human	3911872816	GRCh38
ENCFF154YTN	bam	alignments	ENCSR000BRQ	ChIP-seq	Homo sapiens	CEBPB-human	220620394	GRCh38
ENCFF504ARY	bam	alignments	ENCSR762DQP	ChIP-seq	Homo sapiens	ZNF658-human	3971630337	GRCh38
ENCFF275OTT	bam	alignments	ENCSR000ANS	ChIP-seq	Homo sapiens	CTCF-human	250937663	GRCh38
ENCFF746MSJ	bam	alignments	ENCSR788VKG	ChIP-seq	Homo sapiens	EP300-human	939391529	GRCh38
ENCFF902JQQ	bam	alignments	ENCSR000DYV	ChIP-seq	Homo sapiens	MAFK-human	854486716	GRCh38
ENCFF668EHX	bam	alignments	ENCSR355HLV	ChIP-seq	Homo sapiens	NR3C1-human	872187826	GRCh38
ENCFF305JRI	bam	alignments	ENCSR000BLF	ChIP-seq	Homo sapiens	HNF4A-human	193598114	GRCh38
ENCFF943YXO	bam	alignments	ENCSR080XEY	ChIP-seq	Homo sapiens	FOXA2-human	708919716	GRCh38
ENCFF476CCE	bam	alignments	ENCSR029IBC	ChIP-seq	Homo sapiens	ARNT-human	5269255355	GRCh38
ENCFF757SKM	bam	alignments	ENCSR000BKN	ChIP-seq	Homo sapiens	ESR1-human	517771319	GRCh38
ENCFF892HUN	bam	alignments	ENCSR011XCI	ChIP-seq	Homo sapiens	ZNF585B-human	5837314108	GRCh38
ENCFF890FEL	bam	alignments	ENCSR171FUX	ChIP-seq	Homo sapiens	FOXK2-human	5349778206	GRCh38
ENCFF140ZMN	bam	alignments	ENCSR000EFP	ChIP-seq	Homo sapiens	ZNF384-human	676829144	GRCh38
ENCFF028BVH	bam	alignments	ENCSR715QNO	ChIP-seq	Homo sapiens	ZNF362-human	4696777914	GRCh38
ENCFF259XPA	bam	alignments	ENCSR211LTF	ChIP-seq	Homo sapiens	EGR1-human	3501347226	GRCh38
ENCFF523FGX	bam	alignments	ENCSR085IXF	ChIP-seq	Homo sapiens	SP1-human	856515060	GRCh38
ENCFF660NOK	bam	alignments	ENCSR000BLZ	ChIP-seq	Homo sapiens	YY1-human	713466645	GRCh38
ENCFF058OZQ	bam	alignments	ENCSR445QRF	ChIP-seq	Homo sapiens	HNF4A-human	841836651	GRCh38
ENCFF889PAN	bam	alignments	ENCSR240XWM	ChIP-seq	Homo sapiens	LEF1-human	7024856381	GRCh38
ENCFF791EPM	bam	alignments	ENCSR000BGR	ChIP-seq	Homo sapiens	PBX3-human	565801917	GRCh38
ENCFF746REA	bam	alignments	ENCSR483VJQ	ChIP-seq	Homo sapiens	ZNF662-human	4103187236	GRCh38
ENCFF591ADX	bam	alignments	ENCSR162IEM	ChIP-seq	Homo sapiens	MYBL2-human	2200964526	GRCh38
ENCFF142BBF	bam	alignments	ENCSR462FWS	ChIP-seq	Homo sapiens	ZNF101-human	3769926180	GRCh38
ENCFF340MAJ	bam	alignments	ENCSR337NQP	ChIP-seq	Homo sapiens	ESRRA-human	3959565029	GRCh38
ENCFF552ZFG	bam	alignments	ENCSR173AIR	ChIP-seq	Homo sapiens	CTCF-human	8571508129	GRCh38
ENCFF061SRP	bam	alignments	ENCSR000DNI	ChIP-seq	Homo sapiens	CTCF-human	673879639	GRCh38
ENCFF217HIN	bam	alignments	ENCSR386YIH	ChIP-seq	Homo sapiens	SP1-human	1397621549	GRCh38
ENCFF872UEY	bam	alignments	ENCSR350ORK	ChIP-seq	Homo sapiens	GABPA-human	1240977271	GRCh38
ENCFF434TKE	bam	alignments	ENCSR441UBA	ChIP-seq	Homo sapiens	RBAK-human	4466591689	GRCh38
ENCFF568RDF	bam	alignments	ENCSR000BRS	ChIP-seq	Homo sapiens	NR2F2-human	737582256	GRCh38
ENCFF893PGF	bam	alignments	ENCSR207PFI	ChIP-seq	Homo sapiens	ZBED1-human	899220998	GRCh38
ENCFF520WLC	bam	alignments	ENCSR283MWQ	ChIP-seq	Homo sapiens	ZNF133-human	4077411891	GRCh38
ENCFF450GSC	bam	alignments	ENCSR000BGB	ChIP-seq	Homo sapiens	FOXP2-human	136699981	GRCh38
ENCFF125HKY	bam	alignments	ENCSR000BJB	ChIP-seq	Homo sapiens	USF1-human	391623578	GRCh38
ENCFF479EPN	bam	alignments	ENCSR461ZJT	ChIP-seq	Homo sapiens	ZNF501-human	4899233644	GRCh38
ENCFF981WGR	bam	alignments	ENCSR174FJD	ChIP-seq	Homo sapiens	EP300-human	757046374	GRCh38
ENCFF946HGR	bam	alignments	ENCSR338DGO	ChIP-seq	Homo sapiens	SCRT2-human	5165428381	GRCh38
ENCFF499VEN	bam	alignments	ENCSR521IID	ChIP-seq	Homo sapiens	MAX-human	1443819584	GRCh38
ENCFF926MXY	bam	alignments	ENCSR908AOO	ChIP-seq	Homo sapiens	NR3C1-human	750337584	GRCh38
ENCFF068ETE	bam	alignments	ENCSR000DLB	ChIP-seq	Homo sapiens	CTCF-human	465466126	GRCh38
ENCFF763DOU	bam	alignments	ENCSR389BLX	ChIP-seq	Homo sapiens	GATAD2B-human	4518501259	GRCh38
ENCFF282GMA	bam	alignments	ENCSR514VYD	ChIP-seq	Homo sapiens	NR2F1-human	3098965398	GRCh38
ENCFF991OZB	bam	alignments	ENCSR402JAC	ChIP-seq	Homo sapiens	ZNF574-human	4139974324	GRCh38
ENCFF246CLD	bam	alignments	ENCSR171CAY	ChIP-seq	Homo sapiens	E2F7-human	3215226032	GRCh38
ENCFF333LDV	bam	alignments	ENCSR000BHU	ChIP-seq	Homo sapiens	RXRA-human	509766898	GRCh38
ENCFF168LHY	bam	alignments	ENCSR000ALJ	ChIP-seq	Homo sapiens	CTCF-human	135296786	GRCh38
ENCFF125XMV	bam	alignments	ENCSR822AHX	ChIP-seq	Homo sapiens	IKZF2-human	4625664645	GRCh38
ENCFF866YKI	bam	alignments	ENCSR168SMX	ChIP-seq	Homo sapiens	NR2F2-human	1256771969	GRCh38
ENCFF291HCN	bam	alignments	ENCSR000DNC	ChIP-seq	Homo sapiens	CTCF-human	336124221	GRCh38
ENCFF018ITN	bam	alignments	ENCSR041XML	ChIP-seq	Homo sapiens	SRF-human	3922535427	GRCh38
ENCFF924UDG	bam	alignments	ENCSR906OMM	ChIP-seq	Homo sapiens	EP300-human	4526897341	GRCh38
ENCFF521KDX	bam	alignments	ENCSR000BGK	ChIP-seq	Homo sapiens	JUND-human	535567390	GRCh38
ENCFF659TYR	bam	alignments	ENCSR253CKN	ChIP-seq	Homo sapiens	ZSCAN21-human	6313259800	GRCh38
ENCFF397ADX	bam	alignments	ENCSR828PZH	ChIP-seq	Homo sapiens	EP300-human	2656614389	GRCh38
ENCFF103RBU	bam	alignments	ENCSR000EFX	ChIP-seq	Homo sapiens	MAZ-human	794374371	GRCh38
ENCFF756SZR	bam	alignments	ENCSR000EUK	ChIP-seq	Homo sapiens	ZNF274-human	3165648	GRCh38
ENCFF151ECV	bam	alignments	ENCSR966ULI	ChIP-seq	Homo sapiens	PATZ1-human	4948725912	GRCh38
ENCFF536POL	bam	alignments	ENCSR946MNG	ChIP-seq	Homo sapiens	CTCF-human	2703345368	GRCh38
ENCFF280SUM	bam	alignments	ENCSR000DNN	ChIP-seq	Homo sapiens	NFYA-human	370799104	GRCh38
ENCFF486CNU	bam	alignments	ENCSR753RME	ChIP-seq	Homo sapiens	CTCF-human	2234768710	GRCh38
ENCFF618UUW	bam	alignments	ENCSR871KYB	ChIP-seq	Homo sapiens	REST-human	914702306	GRCh38
ENCFF870YQK	bam	alignments	ENCSR680UQE	ChIP-seq	Homo sapiens	IKZF2-human	3492365386	GRCh38
ENCFF594GDM	bam	alignments	ENCSR000EEI	ChIP-seq	Homo sapiens	JUND-human	597403198	GRCh38
ENCFF885KSI	bam	alignments	ENCSR000DZM	ChIP-seq	Homo sapiens	STAT1-human	526968323	GRCh38
ENCFF488NSO	bam	alignments	ENCSR000BMU	ChIP-seq	Homo sapiens	POU5F1-human	357129792	GRCh38
ENCFF570KCI	bam	alignments	ENCSR699BEK	ChIP-seq	Homo sapiens	CTCF-human	2734710814	GRCh38
ENCFF906VNO	bam	alignments	ENCSR290QBB	ChIP-seq	Homo sapiens	EP300-human	2598075351	GRCh38
ENCFF094RVF	bam	alignments	ENCSR192AFN	ChIP-seq	Homo sapiens	PAX8-human	3560103909	GRCh38
ENCFF263DIR	bam	alignments	ENCSR004PLU	ChIP-seq	Homo sapiens	ZBTB10-human	5232136801	GRCh38
ENCFF605ZNL	bam	alignments	ENCSR832OGB	ChIP-seq	Homo sapiens	LEF1-human	3957569881	GRCh38
ENCFF489UTO	bam	alignments	ENCSR569SZK	ChIP-seq	Homo sapiens	EP300-human	2996792182	GRCh38
ENCFF664CZI	bam	alignments	ENCSR066GBX	ChIP-seq	Homo sapiens	CTCF-human	2500717262	GRCh38
ENCFF454DSR	bam	alignments	ENCSR669NFS	ChIP-seq	Homo sapiens	ARNT-human	3278375464	GRCh38
ENCFF566PQG	bam	alignments	ENCSR664AOA	ChIP-seq	Homo sapiens	TRIM25-human	3611494146	GRCh38
ENCFF993OWI	bam	alignments	ENCSR343RJH	ChIP-seq	Homo sapiens	CTCF-human	1223382587	GRCh38
ENCFF774RUP	bam	alignments	ENCSR091GVJ	ChIP-seq	Homo sapiens	ATF1-human	4503725850	GRCh38
ENCFF635HIS	bam	alignments	ENCSR000EFV	ChIP-seq	Homo sapiens	MAX-human	277429956	GRCh38
ENCFF969XIH	bam	alignments	ENCSR854ORP	ChIP-seq	Homo sapiens	ZNF350-human	9044929299	GRCh38
ENCFF477DKP	bam	alignments	ENCSR000EFY	ChIP-seq	Homo sapiens	ARID3A-human	388635127	GRCh38
ENCFF292TPV	bam	alignments	ENCSR934JDG	ChIP-seq	Homo sapiens	CLOCK-human	3343468217	GRCh38
ENCFF783AQJ	bam	alignments	ENCSR000BQT	ChIP-seq	Homo sapiens	TCF3-human	307275176	GRCh38
ENCFF948DEA	bam	alignments	ENCSR605MGM	ChIP-seq	Homo sapiens	SCRT1-human	5621946424	GRCh38
ENCFF327QNZ	bam	alignments	ENCSR000DVA	ChIP-seq	Homo sapiens	CTCF-human	780347766	GRCh38
ENCFF523QZM	bam	alignments	ENCSR423RTK	ChIP-seq	Homo sapiens	GATA3-human	2737923457	GRCh38
ENCFF406KPS	bam	alignments	ENCSR000BLL	ChIP-seq	Homo sapiens	ESR1-human	521550417	GRCh38
ENCFF592HXS	bam	alignments	ENCSR000EUZ	ChIP-seq	Homo sapiens	TRIM28-human	1358555541	GRCh38
ENCFF031RTC	bam	alignments	ENCSR408ZEE	ChIP-seq	Homo sapiens	CTCF-human	3647195759	GRCh38
ENCFF393WLE	bam	alignments	ENCSR447ANW	ChIP-seq	Homo sapiens	CTCF-human	1506534759	GRCh38
ENCFF965ISU	bam	alignments	ENCSR000AUA	ChIP-seq	Homo sapiens	RNF2-human	262931761	GRCh38
ENCFF077YBD	bam	alignments	ENCSR628MQN	ChIP-seq	Homo sapiens	JUN-human	1190409620	GRCh38
ENCFF585ZIJ	bam	alignments	ENCSR189YYK	ChIP-seq	Homo sapiens	ZBTB40-human	2764973764	GRCh38
ENCFF288EDV	bam	alignments	ENCSR318LVG	ChIP-seq	Homo sapiens	ZBTB40-human	5394327450	GRCh38
ENCFF138ZXJ	bam	alignments	ENCSR061DGF	ChIP-seq	Homo sapiens	NANOG-human	1011369519	GRCh38
ENCFF505ODB	bam	alignments	ENCSR401KRN	ChIP-seq	Homo sapiens	CTCF-human	1942757350	GRCh38
ENCFF393ULV	bam	alignments	ENCSR000DLN	ChIP-seq	Homo sapiens	MYC-human	271188402	GRCh38
ENCFF232NIJ	bam	alignments	ENCSR000BSU	ChIP-seq	Homo sapiens	JUND-human	811797048	GRCh38
ENCFF125WGU	bam	alignments	ENCSR516VQK	ChIP-seq	Homo sapiens	ZNF174-human	7416468777	GRCh38
ENCFF677BBS	bam	alignments	ENCSR000FCB	ChIP-seq	Homo sapiens	MITF-human	1241088305	GRCh38
ENCFF066JMV	bam	alignments	ENCSR710WLO	ChIP-seq	Homo sapiens	MGA-human	3995880451	GRCh38
ENCFF271HNN	bam	alignments	ENCSR699YFX	ChIP-seq	Homo sapiens	CLOCK-human	1745608391	GRCh38
ENCFF187XIG	bam	alignments	ENCSR244ZAO	ChIP-seq	Homo sapiens	EP300-human	4919182361	GRCh38
ENCFF575ROR	bam	alignments	ENCSR471EKW	ChIP-seq	Homo sapiens	NR3C1-human	664640483	GRCh38
ENCFF149ZFH	bam	alignments	ENCSR192PBJ	ChIP-seq	Homo sapiens	JUN-human	1024356154	GRCh38
ENCFF346SPJ	bam	alignments	ENCSR251OVJ	ChIP-seq	Homo sapiens	SMAD5-human	870473063	GRCh38
ENCFF621EFB	bam	alignments	ENCSR716SJK	ChIP-seq	Homo sapiens	JUN-human	722513404	GRCh38
ENCFF722SOU	bam	alignments	ENCSR857RJQ	ChIP-seq	Homo sapiens	CTCF-human	1872158224	GRCh38
ENCFF305RKU	bam	alignments	ENCSR604CKQ	ChIP-seq	Homo sapiens	JUN-human	927587272	GRCh38
ENCFF955ONR	bam	alignments	ENCSR857QEA	ChIP-seq	Homo sapiens	NR3C1-human	844181113	GRCh38
ENCFF149WGG	bam	alignments	ENCSR742IDN	ChIP-seq	Homo sapiens	NR2C1-human	3003618186	GRCh38
ENCFF591PEY	bam	alignments	ENCSR580XUK	ChIP-seq	Homo sapiens	EP300-human	3380982404	GRCh38
ENCFF430JGU	bam	alignments	ENCSR849DFF	ChIP-seq	Homo sapiens	PBX2-human	864613783	GRCh38
ENCFF403OML	bam	alignments	ENCSR000DYQ	ChIP-seq	Homo sapiens	ESRRA-human	773441176	GRCh38
ENCFF827XZB	bam	alignments	ENCSR353DFU	ChIP-seq	Homo sapiens	CTCF-human	3355818484	GRCh38
ENCFF997ZMP	bam	alignments	ENCSR762PCG	ChIP-seq	Homo sapiens	CTCF-human	2173305434	GRCh38
ENCFF050BCA	bam	alignments	ENCSR718SDR	ChIP-seq	Homo sapiens	CTCF-human	1514495624	GRCh38
ENCFF989MGN	bam	alignments	ENCSR109ODF	ChIP-seq	Homo sapiens	HES1-human	6595650339	GRCh38
ENCFF933WJH	bam	alignments	ENCSR928LDG	ChIP-seq	Homo sapiens	EP300-human	6044955728	GRCh38
ENCFF138PZX	bam	alignments	ENCSR343IFJ	ChIP-seq	Homo sapiens	CC2D1A-human	3684165028	GRCh38
ENCFF126FTH	bam	alignments	ENCSR176EXN	ChIP-seq	Homo sapiens	JUN-human	3199254662	GRCh38
ENCFF638KFU	bam	alignments	ENCSR315NNL	ChIP-seq	Homo sapiens	CHAMP1-human	3551050507	GRCh38
ENCFF262MCV	bam	alignments	ENCSR549TXG	ChIP-seq	Homo sapiens	CTCF-human	1747993223	GRCh38
ENCFF931LRP	bam	alignments	ENCSR864KNH	ChIP-seq	Homo sapiens	YBX1-human	6153425914	GRCh38
ENCFF243OVT	bam	alignments	ENCSR924TVL	ChIP-seq	Homo sapiens	RFX5-human	5268996482	GRCh38
ENCFF545GUP	bam	alignments	ENCSR000DTL	ChIP-seq	Homo sapiens	CTCF-human	545878098	GRCh38
ENCFF283SLJ	bam	alignments	ENCSR189TRZ	ChIP-seq	Homo sapiens	TCF12-human	4237264705	GRCh38
ENCFF503HYC	bam	alignments	ENCSR000BRF	ChIP-seq	Homo sapiens	JUND-human	748536102	GRCh38
ENCFF316LIP	bam	alignments	ENCSR768LIO	ChIP-seq	Homo sapiens	OVOL3-human	3519694094	GRCh38
ENCFF837ZOY	bam	alignments	ENCSR968GIB	ChIP-seq	Homo sapiens	RFX1-human	4276094016	GRCh38
ENCFF017ICG	bam	alignments	ENCSR000EIB	ChIP-seq	Homo sapiens	JUND-human	738979337	GRCh38
ENCFF527JNQ	bam	alignments	ENCSR000MMZ	ChIP-seq	Homo sapiens	EP300-human	5127145120	GRCh38
ENCFF282LOM	bam	alignments	ENCSR000EVD	ChIP-seq	Homo sapiens	ZNF263-human	660130466	GRCh38
ENCFF953FZD	bam	alignments	ENCSR000EDV	ChIP-seq	Homo sapiens	EP300-human	605880899	GRCh38
ENCFF555PKQ	bam	alignments	ENCSR527TPP	ChIP-seq	Homo sapiens	CTCF-human	4854473375	GRCh38
ENCFF509AXN	bam	alignments	ENCSR120MPG	ChIP-seq	Homo sapiens	PRDM10-human	4826283217	GRCh38
ENCFF904CPI	bam	alignments	ENCSR000BRW	ChIP-seq	Homo sapiens	TRIM28-human	395471962	GRCh38
ENCFF190FDQ	bam	alignments	ENCSR000BPM	ChIP-seq	Homo sapiens	YY1-human	824269561	GRCh38
ENCFF145QDZ	bam	alignments	ENCSR000DZV	ChIP-seq	Homo sapiens	STAT3-human	568780266	GRCh38
ENCFF105HJB	bam	alignments	ENCSR232OFD	ChIP-seq	Homo sapiens	CTCF-human	3615705764	GRCh38
ENCFF902IUF	bam	alignments	ENCSR000BLO	ChIP-seq	Homo sapiens	GABPA-human	303854787	GRCh38
ENCFF548YYR	bam	alignments	ENCSR780BBJ	ChIP-seq	Homo sapiens	ZZZ3-human	3283055132	GRCh38
ENCFF879NVM	bam	alignments	ENCSR793HVL	ChIP-seq	Homo sapiens	E2F8-human	2302532918	GRCh38
ENCFF202JNR	bam	alignments	ENCSR079YAP	ChIP-seq	Homo sapiens	CTCF-human	2095283850	GRCh38
ENCFF361FRE	bam	alignments	ENCSR000BJW	ChIP-seq	Homo sapiens	RXRA-human	218191852	GRCh38
ENCFF150DAE	bam	alignments	ENCSR480LIS	ChIP-seq	Homo sapiens	ATF3-human	729995498	GRCh38
ENCFF260PNL	bam	alignments	ENCSR934NHU	ChIP-seq	Homo sapiens	MXI1-human	3604425742	GRCh38
ENCFF702FFH	bam	alignments	ENCSR898XMH	ChIP-seq	Homo sapiens	ZFP91-human	4212057344	GRCh38
ENCFF225IQS	bam	alignments	ENCSR822CCM	ChIP-seq	Homo sapiens	ARID1B-human	5739735356	GRCh38
ENCFF317PBJ	bam	alignments	ENCSR718SDE	ChIP-seq	Homo sapiens	RLF-human	4308941769	GRCh38
ENCFF826IAN	bam	alignments	ENCSR011CKE	ChIP-seq	Homo sapiens	ZNF2-human	5285340328	GRCh38
ENCFF668TQC	bam	alignments	ENCSR799TJD	ChIP-seq	Homo sapiens	CTCF-human	1700479608	GRCh38
ENCFF261PTK	bam	alignments	ENCSR000BRN	ChIP-seq	Homo sapiens	NFIC-human	675205759	GRCh38
ENCFF904GDU	bam	alignments	ENCSR211GNP	ChIP-seq	Homo sapiens	ZSCAN4-human	4174781595	GRCh38
ENCFF699XZD	bam	alignments	ENCSR590KEQ	ChIP-seq	Homo sapiens	ARNT-human	2431108563	GRCh38
ENCFF034KOM	bam	alignments	ENCSR950NAZ	ChIP-seq	Homo sapiens	LCORL-human	5280944573	GRCh38
ENCFF471WJE	bam	alignments	ENCSR000ECF	ChIP-seq	Homo sapiens	RFX5-human	718258212	GRCh38
ENCFF152LFC	bam	alignments	ENCSR000DQI	ChIP-seq	Homo sapiens	CTCF-human	357042466	GRCh38
ENCFF548STV	bam	alignments	ENCSR414TYY	ChIP-seq	Homo sapiens	RUNX1-human	3464471563	GRCh38
ENCFF874XSI	bam	alignments	ENCSR000DVH	ChIP-seq	Homo sapiens	CTCF-human	239292813	GRCh38
ENCFF117DPL	bam	alignments	ENCSR768VNZ	ChIP-seq	Homo sapiens	ZSCAN30-human	3354302548	GRCh38
ENCFF521MLQ	bam	alignments	ENCSR030TJP	ChIP-seq	Homo sapiens	DACH1-human	3984373690	GRCh38
ENCFF254LLT	bam	alignments	ENCSR792IYC	ChIP-seq	Homo sapiens	BCLAF1-human	3890414007	GRCh38
ENCFF431IVA	bam	alignments	ENCSR024CNP	ChIP-seq	Homo sapiens	EGR1-human	3827460992	GRCh38
ENCFF044TAL	bam	alignments	ENCSR000BKU	ChIP-seq	Homo sapiens	YY1-human	169814671	GRCh38
ENCFF738RYL	bam	alignments	ENCSR555PBN	ChIP-seq	Homo sapiens	MAFK-human	3858906016	GRCh38
ENCFF048YPV	bam	alignments	ENCSR833FWC	ChIP-seq	Homo sapiens	CTCF-human	2538607746	GRCh38
ENCFF412AMR	bam	alignments	ENCSR670FDA	ChIP-seq	Homo sapiens	NFATC3-human	4316226121	GRCh38
ENCFF104WBB	bam	alignments	ENCSR283ZNI	ChIP-seq	Homo sapiens	ZBTB8A-human	4387821908	GRCh38
ENCFF002PNZ	bam	alignments	ENCSR416QLJ	ChIP-seq	Homo sapiens	CEBPB-human	5606367215	GRCh38
ENCFF489YJG	bam	alignments	ENCSR000EGT	ChIP-seq	Homo sapiens	IRF1-human	295652858	GRCh38
ENCFF831ANK	bam	alignments	ENCSR828NCB	ChIP-seq	Homo sapiens	GATAD2B-human	3039290727	GRCh38
ENCFF222UZK	bam	alignments	ENCSR000BRR	ChIP-seq	Homo sapiens	STAT5A-human	1296042131	GRCh38
ENCFF624OOR	bam	alignments	ENCSR687APM	ChIP-seq	Homo sapiens	CTCF-human	3564890492	GRCh38
ENCFF199VCV	bam	alignments	ENCSR465XQW	ChIP-seq	Homo sapiens	ZNF217-human	3935542454	GRCh38
ENCFF144HGJ	bam	alignments	ENCSR985MYI	ChIP-seq	Homo sapiens	ZNF114-human	4676595021	GRCh38
ENCFF023WDO	bam	alignments	ENCSR846JKO	ChIP-seq	Homo sapiens	CTCF-human	1791678925	GRCh38
ENCFF045EGT	bam	alignments	ENCSR331OGX	ChIP-seq	Homo sapiens	CTCF-human	3108362776	GRCh38
ENCFF016KRJ	bam	alignments	ENCSR948VFL	ChIP-seq	Homo sapiens	IKZF1-human	4724238592	GRCh38
ENCFF345FES	bam	alignments	ENCSR976TBC	ChIP-seq	Homo sapiens	IRF5-human	4004230712	GRCh38
ENCFF157TFW	bam	alignments	ENCSR555DCD	ChIP-seq	Homo sapiens	CTCF-human	1813066620	GRCh38
ENCFF939YGI	bam	alignments	ENCSR618HNF	ChIP-seq	Homo sapiens	TRIM28-human	1258020146	GRCh38
ENCFF369YVA	bam	alignments	ENCSR730TBC	ChIP-seq	Homo sapiens	MNT-human	4840675299	GRCh38
ENCFF112UBX	bam	alignments	ENCSR725VFL	ChIP-seq	Homo sapiens	TCF12-human	2620812375	GRCh38
ENCFF028TNY	bam	alignments	ENCSR841NDX	ChIP-seq	Homo sapiens	ELF1-human	4492061205	GRCh38
ENCFF558FDX	bam	alignments	ENCSR684PGO	ChIP-seq	Homo sapiens	CTCF-human	3273972853	GRCh38
ENCFF768DLZ	bam	alignments	ENCSR494UQJ	ChIP-seq	Homo sapiens	NR3C1-human	3571417175	GRCh38
ENCFF122LWT	bam	alignments	ENCSR173ZVL	ChIP-seq	Homo sapiens	ZNF592-human	3546990955	GRCh38
ENCFF166AVE	bam	alignments	ENCSR225YGX	ChIP-seq	Homo sapiens	CTCF-human	2488358426	GRCh38
ENCFF511AWC	bam	alignments	ENCSR125DNC	ChIP-seq	Homo sapiens	ZNF394-human	4542334165	GRCh38
ENCFF904MWX	bam	alignments	ENCSR673SGK	ChIP-seq	Homo sapiens	BCL6B-human	4412910523	GRCh38
ENCFF647KJA	bam	alignments	ENCSR000DUX	ChIP-seq	Homo sapiens	CTCF-human	997744642	GRCh38
ENCFF059AYM	bam	alignments	ENCSR796ITY	ChIP-seq	Homo sapiens	NFIC-human	6049847380	GRCh38
ENCFF767FRB	bam	alignments	ENCSR512NLO	ChIP-seq	Homo sapiens	MNT-human	3312163555	GRCh38
ENCFF018VMV	bam	alignments	ENCSR000DTW	ChIP-seq	Homo sapiens	CTCF-human	259571090	GRCh38
ENCFF886GDS	bam	alignments	ENCSR000DOZ	ChIP-seq	Homo sapiens	STAT3-human	272007123	GRCh38
ENCFF533OJM	bam	alignments	ENCSR803GYT	ChIP-seq	Homo sapiens	HIC1-human	5525781068	GRCh38
