File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF018QYS	bam	alignments	ENCSR000DND	ChIP-seq	Homo sapiens	CTCF-human	223324160	GRCh38
ENCFF753GJH	bam	alignments	ENCSR000DND	ChIP-seq	Homo sapiens	CTCF-human	228943158	GRCh38
ENCFF707MEF	bam	alignments	ENCSR125DAD	ChIP-seq	Homo sapiens	MLX-human	1660287107	GRCh38
ENCFF405FFP	bam	alignments	ENCSR125DAD	ChIP-seq	Homo sapiens	MLX-human	1395001508	GRCh38
ENCFF687QLR	bam	alignments	ENCSR580IAO	ChIP-seq	Homo sapiens	ZNF197-human	613900307	GRCh38
ENCFF191EJM	bam	alignments	ENCSR580IAO	ChIP-seq	Homo sapiens	ZNF197-human	658974040	GRCh38
ENCFF184EQF	bam	alignments	ENCSR897JAS	ChIP-seq	Homo sapiens	CREB1-human	4558041911	GRCh38
ENCFF520GWV	bam	alignments	ENCSR897JAS	ChIP-seq	Homo sapiens	CREB1-human	5096913202	GRCh38
ENCFF065YOX	bam	alignments	ENCSR000DZC	ChIP-seq	Homo sapiens	RCOR1-human	604975859	GRCh38
ENCFF803YAB	bam	alignments	ENCSR000DZC	ChIP-seq	Homo sapiens	RCOR1-human	473315124	GRCh38
ENCFF151GOI	bam	alignments	ENCSR000EGD	ChIP-seq	Homo sapiens	BACH1-human	591346572	GRCh38
ENCFF540DXB	bam	alignments	ENCSR000EGD	ChIP-seq	Homo sapiens	BACH1-human	947719624	GRCh38
ENCFF950PAH	bam	alignments	ENCSR596IKD	ChIP-seq	Homo sapiens	ETS2-human	4064900050	GRCh38
ENCFF535SSL	bam	alignments	ENCSR596IKD	ChIP-seq	Homo sapiens	ETS2-human	5074239151	GRCh38
ENCFF634DLN	bam	alignments	ENCSR911KBJ	ChIP-seq	Homo sapiens	HES2-human	543260363	GRCh38
ENCFF924ZJR	bam	alignments	ENCSR911KBJ	ChIP-seq	Homo sapiens	HES2-human	672805270	GRCh38
ENCFF744YDA	bam	alignments	ENCSR911KBJ	ChIP-seq	Homo sapiens	HES2-human	672751036	GRCh38
ENCFF172UCO	bam	alignments	ENCSR506HXN	ChIP-seq	Homo sapiens	TRIM22-human	5127202841	GRCh38
ENCFF107HRF	bam	alignments	ENCSR506HXN	ChIP-seq	Homo sapiens	TRIM22-human	5532411663	GRCh38
ENCFF139LRZ	bam	alignments	ENCSR686BQM	ChIP-seq	Homo sapiens	EP300-human	461492311	GRCh38
ENCFF859CJY	bam	alignments	ENCSR686BQM	ChIP-seq	Homo sapiens	EP300-human	717735594	GRCh38
ENCFF090FBN	bam	alignments	ENCSR686BQM	ChIP-seq	Homo sapiens	EP300-human	670553409	GRCh38
ENCFF550UME	bam	alignments	ENCSR639KFO	ChIP-seq	Homo sapiens	BCL3-human	709628273	GRCh38
ENCFF667HKD	bam	alignments	ENCSR639KFO	ChIP-seq	Homo sapiens	BCL3-human	633457170	GRCh38
ENCFF115OOW	bam	alignments	ENCSR639KFO	ChIP-seq	Homo sapiens	BCL3-human	766859209	GRCh38
ENCFF548TKC	bam	alignments	ENCSR000EDD	ChIP-seq	Homo sapiens	TBP-human	534390329	GRCh38
ENCFF923FWK	bam	alignments	ENCSR000EDD	ChIP-seq	Homo sapiens	TBP-human	480019689	GRCh38
ENCFF908YKV	bam	alignments	ENCSR000DRU	ChIP-seq	Homo sapiens	CTCF-human	459543879	GRCh38
ENCFF517CVH	bam	alignments	ENCSR000DRU	ChIP-seq	Homo sapiens	CTCF-human	273329782	GRCh38
ENCFF267EEY	bam	alignments	ENCSR167KBO	ChIP-seq	Homo sapiens	ZNF316-human	6284754107	GRCh38
ENCFF908CYX	bam	alignments	ENCSR167KBO	ChIP-seq	Homo sapiens	ZNF316-human	6663598439	GRCh38
ENCFF577HXX	bam	alignments	ENCSR038XIA	ChIP-seq	Homo sapiens	ZNF444-human	3327766359	GRCh38
ENCFF474GOR	bam	alignments	ENCSR038XIA	ChIP-seq	Homo sapiens	ZNF444-human	4975631098	GRCh38
ENCFF121EED	bam	alignments	ENCSR000BRC	ChIP-seq	Homo sapiens	CREB1-human	526039184	GRCh38
ENCFF057AUM	bam	alignments	ENCSR064LJN	ChIP-seq	Homo sapiens	RFX5-human	3986471704	GRCh38
ENCFF850BEV	bam	alignments	ENCSR064LJN	ChIP-seq	Homo sapiens	RFX5-human	4564780931	GRCh38
ENCFF098QVB	bam	alignments	ENCSR473CRE	ChIP-seq	Homo sapiens	BCL3-human	593412095	GRCh38
ENCFF796UCB	bam	alignments	ENCSR473CRE	ChIP-seq	Homo sapiens	BCL3-human	705227841	GRCh38
ENCFF523HQR	bam	alignments	ENCSR444LIN	ChIP-seq	Homo sapiens	TCF7-human	973036120	GRCh38
ENCFF604ODF	bam	alignments	ENCSR444LIN	ChIP-seq	Homo sapiens	TCF7-human	1059410205	GRCh38
ENCFF670KRA	bam	alignments	ENCSR288EPV	ChIP-seq	Homo sapiens	BCL3-human	685810876	GRCh38
ENCFF768SFL	bam	alignments	ENCSR288EPV	ChIP-seq	Homo sapiens	BCL3-human	828715267	GRCh38
ENCFF364SJK	bam	alignments	ENCSR819LHG	ChIP-seq	Homo sapiens	FOXA1-human	4411681149	GRCh38
ENCFF611PXX	bam	alignments	ENCSR819LHG	ChIP-seq	Homo sapiens	FOXA1-human	5409274518	GRCh38
ENCFF060DJH	bam	alignments	ENCSR000ECC	ChIP-seq	Homo sapiens	NRF1-human	727770575	GRCh38
ENCFF100HXA	bam	alignments	ENCSR000ECC	ChIP-seq	Homo sapiens	NRF1-human	897506757	GRCh38
ENCFF179ZBY	bam	alignments	ENCSR000BQZ	ChIP-seq	Homo sapiens	STAT5A-human	1091053782	GRCh38
ENCFF870IWV	bam	alignments	ENCSR000BQZ	ChIP-seq	Homo sapiens	STAT5A-human	1175725360	GRCh38
ENCFF240BDN	bam	alignments	ENCSR497VFH	ChIP-seq	Homo sapiens	ZNF639-human	3902913952	GRCh38
ENCFF411KAB	bam	alignments	ENCSR497VFH	ChIP-seq	Homo sapiens	ZNF639-human	3374550814	GRCh38
ENCFF180DGV	bam	alignments	ENCSR784VUY	ChIP-seq	Homo sapiens	RNF2-human	431439741	GRCh38
ENCFF354ELR	bam	alignments	ENCSR784VUY	ChIP-seq	Homo sapiens	RNF2-human	879858501	GRCh38
ENCFF231PHQ	bam	alignments	ENCSR799WDT	ChIP-seq	Homo sapiens	CTCF-human	3928479674	GRCh38
ENCFF599CGM	bam	alignments	ENCSR469POZ	ChIP-seq	Homo sapiens	CTCF-human	3580073893	GRCh38
ENCFF196CKN	bam	alignments	ENCSR911GFJ	ChIP-seq	Homo sapiens	CTCF-human	3238218842	GRCh38
ENCFF619YHC	bam	alignments	ENCSR155VDK	ChIP-seq	Homo sapiens	ZBTB11-human	758680069	GRCh38
ENCFF952VBJ	bam	alignments	ENCSR155VDK	ChIP-seq	Homo sapiens	ZBTB11-human	1279802556	GRCh38
ENCFF400MMA	bam	alignments	ENCSR290MUH	ChIP-seq	Homo sapiens	GABPA-human	999006246	GRCh38
ENCFF593XTM	bam	alignments	ENCSR290MUH	ChIP-seq	Homo sapiens	GABPA-human	754779497	GRCh38
ENCFF603DLZ	bam	alignments	ENCSR505NMN	ChIP-seq	Homo sapiens	E2F4-human	608591915	GRCh38
ENCFF034JFG	bam	alignments	ENCSR505NMN	ChIP-seq	Homo sapiens	E2F4-human	1160749551	GRCh38
ENCFF028WLP	bam	alignments	ENCSR000EDT	ChIP-seq	Homo sapiens	BHLHE40-human	825966780	GRCh38
ENCFF578TRZ	bam	alignments	ENCSR000EDT	ChIP-seq	Homo sapiens	BHLHE40-human	805590555	GRCh38
ENCFF071KOM	bam	alignments	ENCSR882ERE	ChIP-seq	Homo sapiens	ZKSCAN1-human	683721458	GRCh38
ENCFF236ZUN	bam	alignments	ENCSR882ERE	ChIP-seq	Homo sapiens	ZKSCAN1-human	637516364	GRCh38
ENCFF838LUM	bam	alignments	ENCSR593DGU	ChIP-seq	Homo sapiens	FOSL2-human	689679805	GRCh38
ENCFF931GUX	bam	alignments	ENCSR593DGU	ChIP-seq	Homo sapiens	FOSL2-human	665584552	GRCh38
ENCFF357MHM	bam	alignments	ENCSR000EZV	ChIP-seq	Homo sapiens	MYC-human	269463976	GRCh38
ENCFF491EUN	bam	alignments	ENCSR000EZV	ChIP-seq	Homo sapiens	MYC-human	347767392	GRCh38
ENCFF532LHG	bam	alignments	ENCSR159GFL	ChIP-seq	Homo sapiens	ZNF518A-human	3196186015	GRCh38
ENCFF446DII	bam	alignments	ENCSR159GFL	ChIP-seq	Homo sapiens	ZNF518A-human	3696714697	GRCh38
ENCFF648LXV	bam	alignments	ENCSR546IHU	ChIP-seq	Homo sapiens	ZNF184-human	4893622585	GRCh38
ENCFF068UWU	bam	alignments	ENCSR546IHU	ChIP-seq	Homo sapiens	ZNF184-human	5430129177	GRCh38
ENCFF810AAT	bam	alignments	ENCSR993LMB	ChIP-seq	Homo sapiens	TGIF2-human	1349864211	GRCh38
ENCFF479GFZ	bam	alignments	ENCSR993LMB	ChIP-seq	Homo sapiens	TGIF2-human	1216753924	GRCh38
ENCFF273SBT	bam	alignments	ENCSR518WPL	ChIP-seq	Homo sapiens	NR2F6-human	1090637105	GRCh38
ENCFF140CDB	bam	alignments	ENCSR518WPL	ChIP-seq	Homo sapiens	NR2F6-human	1203809176	GRCh38
ENCFF444ZUH	bam	alignments	ENCSR000EVX	ChIP-seq	Homo sapiens	ZNF274-human	565142937	GRCh38
ENCFF474ETY	bam	alignments	ENCSR000EVX	ChIP-seq	Homo sapiens	ZNF274-human	480629115	GRCh38
ENCFF241VRG	bam	alignments	ENCSR229DYF	ChIP-seq	Homo sapiens	ZBTB26-human	5680499686	GRCh38
ENCFF066ZSK	bam	alignments	ENCSR229DYF	ChIP-seq	Homo sapiens	ZBTB26-human	7094526339	GRCh38
ENCFF719OIE	bam	alignments	ENCSR000EGX	ChIP-seq	Homo sapiens	MAFK-human	1399685901	GRCh38
ENCFF852HSQ	bam	alignments	ENCSR000EGX	ChIP-seq	Homo sapiens	MAFK-human	1209743708	GRCh38
ENCFF891GFG	bam	alignments	ENCSR000EWN	ChIP-seq	Homo sapiens	ZNF263-human	151136506	GRCh38
ENCFF094FZQ	bam	alignments	ENCSR000EWN	ChIP-seq	Homo sapiens	ZNF263-human	146679334	GRCh38
ENCFF419COX	bam	alignments	ENCSR000EGY	ChIP-seq	Homo sapiens	EP300-human	11313776	GRCh38
ENCFF362KLU	bam	alignments	ENCSR000EGY	ChIP-seq	Homo sapiens	EP300-human	796589694	GRCh38
ENCFF346XVM	bam	alignments	ENCSR000BIR	ChIP-seq	Homo sapiens	SP1-human	630793208	GRCh38
ENCFF949TUZ	bam	alignments	ENCSR000BIR	ChIP-seq	Homo sapiens	SP1-human	602846656	GRCh38
ENCFF990PBT	bam	alignments	ENCSR752NDX	ChIP-seq	Homo sapiens	ZNF282-human	6325934074	GRCh38
ENCFF898VBC	bam	alignments	ENCSR752NDX	ChIP-seq	Homo sapiens	ZNF282-human	6750063180	GRCh38
ENCFF072SKI	bam	alignments	ENCSR633EIC	ChIP-seq	Homo sapiens	PBX2-human	708343934	GRCh38
ENCFF030XLK	bam	alignments	ENCSR633EIC	ChIP-seq	Homo sapiens	PBX2-human	1153689566	GRCh38
ENCFF714MNN	bam	alignments	ENCSR421QXA	ChIP-seq	Homo sapiens	ZNF571-human	4781645296	GRCh38
ENCFF078CGH	bam	alignments	ENCSR421QXA	ChIP-seq	Homo sapiens	ZNF571-human	4790646755	GRCh38
ENCFF264CUG	bam	alignments	ENCSR000BQQ	ChIP-seq	Homo sapiens	TCF12-human	830194280	GRCh38
ENCFF723RMN	bam	alignments	ENCSR000BQQ	ChIP-seq	Homo sapiens	TCF12-human	852129322	GRCh38
ENCFF653BQI	bam	alignments	ENCSR000BQP	ChIP-seq	Homo sapiens	REST-human	933551952	GRCh38
ENCFF807YWR	bam	alignments	ENCSR000BQP	ChIP-seq	Homo sapiens	REST-human	1138641488	GRCh38
ENCFF990TOU	bam	alignments	ENCSR761RDU	ChIP-seq	Homo sapiens	JUN-human	780120203	GRCh38
ENCFF867PZN	bam	alignments	ENCSR761RDU	ChIP-seq	Homo sapiens	JUN-human	738301216	GRCh38
ENCFF403PJI	bam	alignments	ENCSR014GSQ	ChIP-seq	Homo sapiens	CTCF-human	3663834907	GRCh38
ENCFF913AGP	bam	alignments	ENCSR130VQL	ChIP-seq	Homo sapiens	PPARG-human	1759548215	GRCh38
ENCFF065ROU	bam	alignments	ENCSR130VQL	ChIP-seq	Homo sapiens	PPARG-human	1932780468	GRCh38
ENCFF648TLU	bam	alignments	ENCSR876UZD	ChIP-seq	Homo sapiens	CTCF-human	684781832	GRCh38
ENCFF759RVV	bam	alignments	ENCSR876UZD	ChIP-seq	Homo sapiens	CTCF-human	694051556	GRCh38
ENCFF214ROK	bam	alignments	ENCSR876UZD	ChIP-seq	Homo sapiens	CTCF-human	781240805	GRCh38
ENCFF871GXE	bam	alignments	ENCSR000AKO	ChIP-seq	Homo sapiens	CTCF-human	361167135	GRCh38
ENCFF550BMQ	bam	alignments	ENCSR000AKO	ChIP-seq	Homo sapiens	CTCF-human	318523205	GRCh38
ENCFF384WCY	bam	alignments	ENCSR907JPB	ChIP-seq	Homo sapiens	ZMIZ1-human	782324033	GRCh38
ENCFF417HNM	bam	alignments	ENCSR907JPB	ChIP-seq	Homo sapiens	ZMIZ1-human	588147537	GRCh38
ENCFF147KAY	bam	alignments	ENCSR000EXR	ChIP-seq	Homo sapiens	GATA1-human	723499008	GRCh38
ENCFF261SIF	bam	alignments	ENCSR000EXR	ChIP-seq	Homo sapiens	GATA1-human	720538536	GRCh38
ENCFF527UXJ	bam	alignments	ENCSR336VBV	ChIP-seq	Homo sapiens	CTCF-human	713090602	GRCh38
ENCFF997XYH	bam	alignments	ENCSR336VBV	ChIP-seq	Homo sapiens	CTCF-human	747455817	GRCh38
ENCFF382CPK	bam	alignments	ENCSR336VBV	ChIP-seq	Homo sapiens	CTCF-human	780232214	GRCh38
ENCFF081HVQ	bam	alignments	ENCSR000DWE	ChIP-seq	Homo sapiens	CTCF-human	597731784	GRCh38
ENCFF494VZW	bam	alignments	ENCSR000DWE	ChIP-seq	Homo sapiens	CTCF-human	249557976	GRCh38
ENCFF151HUH	bam	alignments	ENCSR664ZHF	ChIP-seq	Homo sapiens	JUN-human	871316035	GRCh38
ENCFF979HWA	bam	alignments	ENCSR664ZHF	ChIP-seq	Homo sapiens	JUN-human	717823176	GRCh38
ENCFF010YMM	bam	alignments	ENCSR664ZHF	ChIP-seq	Homo sapiens	JUN-human	690762244	GRCh38
ENCFF379OME	bam	alignments	ENCSR450FRI	ChIP-seq	Homo sapiens	CTCF-human	4513948076	GRCh38
ENCFF722EDJ	bam	alignments	ENCSR665UFC	ChIP-seq	Homo sapiens	ZNF639-human	1176856086	GRCh38
ENCFF036JBA	bam	alignments	ENCSR665UFC	ChIP-seq	Homo sapiens	ZNF639-human	2300819359	GRCh38
ENCFF947UOE	bam	alignments	ENCSR011CIR	ChIP-seq	Homo sapiens	ZNF614-human	1273146020	GRCh38
ENCFF294RJT	bam	alignments	ENCSR011CIR	ChIP-seq	Homo sapiens	ZNF614-human	2219471618	GRCh38
ENCFF703YNU	bam	alignments	ENCSR000EGH	ChIP-seq	Homo sapiens	JUN-human	293142941	GRCh38
ENCFF527CTN	bam	alignments	ENCSR000EGH	ChIP-seq	Homo sapiens	JUN-human	322502619	GRCh38
ENCFF340JWK	bam	alignments	ENCSR000EWG	ChIP-seq	Homo sapiens	GATA2-human	359755177	GRCh38
ENCFF779CRV	bam	alignments	ENCSR000EWG	ChIP-seq	Homo sapiens	GATA2-human	361753558	GRCh38
ENCFF400BSN	bam	alignments	ENCSR000EGN	ChIP-seq	Homo sapiens	JUND-human	604873580	GRCh38
ENCFF321ZQU	bam	alignments	ENCSR000EGN	ChIP-seq	Homo sapiens	JUND-human	983134574	GRCh38
ENCFF723QLF	bam	alignments	ENCSR210HBN	ChIP-seq	Homo sapiens	IKZF5-human	1294422536	GRCh38
ENCFF195KYB	bam	alignments	ENCSR210HBN	ChIP-seq	Homo sapiens	IKZF5-human	1251882630	GRCh38
ENCFF767TEU	bam	alignments	ENCSR543BVU	ChIP-seq	Homo sapiens	SOX6-human	5247946507	GRCh38
ENCFF076DBU	bam	alignments	ENCSR543BVU	ChIP-seq	Homo sapiens	SOX6-human	5560592684	GRCh38
ENCFF273BTT	bam	alignments	ENCSR647PJW	ChIP-seq	Homo sapiens	SFPQ-human	569965170	GRCh38
ENCFF742OVT	bam	alignments	ENCSR647PJW	ChIP-seq	Homo sapiens	SFPQ-human	691772598	GRCh38
ENCFF509RDA	bam	alignments	ENCSR887MXT	ChIP-seq	Homo sapiens	ZHX1-human	840540546	GRCh38
ENCFF683FRP	bam	alignments	ENCSR887MXT	ChIP-seq	Homo sapiens	ZHX1-human	937090889	GRCh38
ENCFF726DLQ	bam	alignments	ENCSR000BSA	ChIP-seq	Homo sapiens	JUND-human	1222561961	GRCh38
ENCFF073LHY	bam	alignments	ENCSR000BSA	ChIP-seq	Homo sapiens	JUND-human	1079969044	GRCh38
ENCFF602ZTX	bam	alignments	ENCSR000DMQ	ChIP-seq	Homo sapiens	MYC-human	582124043	GRCh38
ENCFF354ONG	bam	alignments	ENCSR000DMQ	ChIP-seq	Homo sapiens	MYC-human	662059576	GRCh38
ENCFF645IYJ	bam	alignments	ENCSR000BNE	ChIP-seq	Homo sapiens	EGR1-human	477698469	GRCh38
ENCFF021CMK	bam	alignments	ENCSR000BNE	ChIP-seq	Homo sapiens	EGR1-human	1051595007	GRCh38
ENCFF463LMJ	bam	alignments	ENCSR000FAV	ChIP-seq	Homo sapiens	STAT1-human	297505948	GRCh38
ENCFF403WNR	bam	alignments	ENCSR000FAV	ChIP-seq	Homo sapiens	STAT1-human	324701596	GRCh38
ENCFF902TKE	bam	alignments	ENCSR864VJE	ChIP-seq	Homo sapiens	ZSCAN16-human	4922489948	GRCh38
ENCFF738GKY	bam	alignments	ENCSR864VJE	ChIP-seq	Homo sapiens	ZSCAN16-human	4695254396	GRCh38
ENCFF995ZRC	bam	alignments	ENCSR233FAG	ChIP-seq	Homo sapiens	PKNOX1-human	6672973207	GRCh38
ENCFF364TGY	bam	alignments	ENCSR233FAG	ChIP-seq	Homo sapiens	PKNOX1-human	7865496416	GRCh38
ENCFF166JNV	bam	alignments	ENCSR000EVY	ChIP-seq	Homo sapiens	TRIM28-human	367775356	GRCh38
ENCFF921KTI	bam	alignments	ENCSR000EVY	ChIP-seq	Homo sapiens	TRIM28-human	399368588	GRCh38
ENCFF170NGB	bam	alignments	ENCSR000EVY	ChIP-seq	Homo sapiens	TRIM28-human	363853584	GRCh38
ENCFF426DLJ	bam	alignments	ENCSR000EVY	ChIP-seq	Homo sapiens	TRIM28-human	299202314	GRCh38
ENCFF057CNY	bam	alignments	ENCSR149ZBI	ChIP-seq	Homo sapiens	ZNF584-human	791325096	GRCh38
ENCFF216TEN	bam	alignments	ENCSR149ZBI	ChIP-seq	Homo sapiens	ZNF584-human	803771068	GRCh38
ENCFF980DDZ	bam	alignments	ENCSR912ATU	ChIP-seq	Homo sapiens	ZNF217-human	4719321143	GRCh38
ENCFF003FWA	bam	alignments	ENCSR912ATU	ChIP-seq	Homo sapiens	ZNF217-human	5643514336	GRCh38
ENCFF165JXG	bam	alignments	ENCSR125ULS	ChIP-seq	Homo sapiens	ZNF561-human	5966992350	GRCh38
ENCFF266KQS	bam	alignments	ENCSR125ULS	ChIP-seq	Homo sapiens	ZNF561-human	4894939551	GRCh38
ENCFF645RWA	bam	alignments	ENCSR364SNE	ChIP-seq	Homo sapiens	POU5F1-human	527847825	GRCh38
ENCFF178ZLZ	bam	alignments	ENCSR364SNE	ChIP-seq	Homo sapiens	POU5F1-human	731573956	GRCh38
ENCFF011KDH	bam	alignments	ENCSR000DKB	ChIP-seq	Homo sapiens	FOS-human	546694625	GRCh38
ENCFF046GWZ	bam	alignments	ENCSR000DKB	ChIP-seq	Homo sapiens	FOS-human	418657558	GRCh38
ENCFF063VYC	bam	alignments	ENCSR000DKB	ChIP-seq	Homo sapiens	FOS-human	642232253	GRCh38
ENCFF739SRY	bam	alignments	ENCSR000BMB	ChIP-seq	Homo sapiens	ELF1-human	372410479	GRCh38
ENCFF735DGJ	bam	alignments	ENCSR000BMB	ChIP-seq	Homo sapiens	ELF1-human	581727269	GRCh38
ENCFF250NHK	bam	alignments	ENCSR769JRS	ChIP-seq	Homo sapiens	AEBP2-human	5231358110	GRCh38
ENCFF131NUZ	bam	alignments	ENCSR769JRS	ChIP-seq	Homo sapiens	AEBP2-human	6704349338	GRCh38
ENCFF034TFU	bam	alignments	ENCSR225OKX	ChIP-seq	Homo sapiens	CTCF-human	3287830424	GRCh38
ENCFF596DJC	bam	alignments	ENCSR000AQU	ChIP-seq	Homo sapiens	CTCF-human	178938773	GRCh38
ENCFF473RMK	bam	alignments	ENCSR000AQU	ChIP-seq	Homo sapiens	CTCF-human	978973495	GRCh38
ENCFF869TEK	bam	alignments	ENCSR006GAQ	ChIP-seq	Homo sapiens	KLF10-human	6244550181	GRCh38
ENCFF960ILL	bam	alignments	ENCSR006GAQ	ChIP-seq	Homo sapiens	KLF10-human	4524940361	GRCh38
ENCFF438WBW	bam	alignments	ENCSR487CPI	ChIP-seq	Homo sapiens	ZFP64-human	1847116122	GRCh38
ENCFF221NHN	bam	alignments	ENCSR487CPI	ChIP-seq	Homo sapiens	ZFP64-human	1686042558	GRCh38
ENCFF332SRJ	bam	alignments	ENCSR000BMO	ChIP-seq	Homo sapiens	FOXA1-human	323539184	GRCh38
ENCFF401YVR	bam	alignments	ENCSR000BMO	ChIP-seq	Homo sapiens	FOXA1-human	528614038	GRCh38
ENCFF290MEZ	bam	alignments	ENCSR331GDC	ChIP-seq	Homo sapiens	ZBTB11-human	780462628	GRCh38
ENCFF544ZPF	bam	alignments	ENCSR331GDC	ChIP-seq	Homo sapiens	ZBTB11-human	1258971772	GRCh38
ENCFF735KBQ	bam	alignments	ENCSR283DOU	ChIP-seq	Homo sapiens	ZNF660-human	6642159044	GRCh38
ENCFF893GRR	bam	alignments	ENCSR283DOU	ChIP-seq	Homo sapiens	ZNF660-human	9700238813	GRCh38
ENCFF537JSG	bam	alignments	ENCSR462QZZ	ChIP-seq	Homo sapiens	ZNF395-human	916866593	GRCh38
ENCFF005WQC	bam	alignments	ENCSR462QZZ	ChIP-seq	Homo sapiens	ZNF395-human	1492126111	GRCh38
ENCFF031LWP	bam	alignments	ENCSR000EEL	ChIP-seq	Homo sapiens	TBP-human	650649037	GRCh38
ENCFF956OLR	bam	alignments	ENCSR000EEL	ChIP-seq	Homo sapiens	TBP-human	721813650	GRCh38
ENCFF740NIN	bam	alignments	ENCSR000BJS	ChIP-seq	Homo sapiens	ESR1-human	589768443	GRCh38
ENCFF446TBL	bam	alignments	ENCSR000BJS	ChIP-seq	Homo sapiens	ESR1-human	859969070	GRCh38
ENCFF758YDA	bam	alignments	ENCSR618ICR	ChIP-seq	Homo sapiens	RCOR1-human	889422948	GRCh38
ENCFF193KZT	bam	alignments	ENCSR618ICR	ChIP-seq	Homo sapiens	RCOR1-human	662179320	GRCh38
ENCFF747PIH	bam	alignments	ENCSR000AVD	ChIP-seq	Homo sapiens	CHD7-human	781476154	GRCh38
ENCFF865ISL	bam	alignments	ENCSR000EFU	ChIP-seq	Homo sapiens	ELK1-human	555115405	GRCh38
ENCFF554BLC	bam	alignments	ENCSR000EFU	ChIP-seq	Homo sapiens	ELK1-human	743794253	GRCh38
ENCFF264RSU	bam	alignments	ENCSR595BPR	ChIP-seq	Homo sapiens	CTCF-human	1817526481	GRCh38
ENCFF669AFC	bam	alignments	ENCSR595BPR	ChIP-seq	Homo sapiens	CTCF-human	2418278214	GRCh38
ENCFF928AKT	bam	alignments	ENCSR000BGP	ChIP-seq	Homo sapiens	POU2F2-human	617635542	GRCh38
ENCFF381SOT	bam	alignments	ENCSR000BGP	ChIP-seq	Homo sapiens	POU2F2-human	889009558	GRCh38
ENCFF376YKR	bam	alignments	ENCSR000BGP	ChIP-seq	Homo sapiens	POU2F2-human	1597123944	GRCh38
ENCFF788IFN	bam	alignments	ENCSR897MYK	ChIP-seq	Homo sapiens	SREBF1-human	6216387451	GRCh38
ENCFF224BFU	bam	alignments	ENCSR897MYK	ChIP-seq	Homo sapiens	SREBF1-human	6952257157	GRCh38
ENCFF687TGC	bam	alignments	ENCSR017QBI	ChIP-seq	Homo sapiens	ZNF600-human	5857433687	GRCh38
ENCFF205IQB	bam	alignments	ENCSR017QBI	ChIP-seq	Homo sapiens	ZNF600-human	6604808076	GRCh38
ENCFF063VDZ	bam	alignments	ENCSR993DED	ChIP-seq	Homo sapiens	ZNF214-human	6206432397	GRCh38
ENCFF046FPH	bam	alignments	ENCSR993DED	ChIP-seq	Homo sapiens	ZNF214-human	5036177731	GRCh38
ENCFF623PVZ	bam	alignments	ENCSR815ZDS	ChIP-seq	Homo sapiens	SREBF1-human	408369030	GRCh38
ENCFF405EME	bam	alignments	ENCSR815ZDS	ChIP-seq	Homo sapiens	SREBF1-human	718441242	GRCh38
ENCFF630WBP	bam	alignments	ENCSR708DGM	ChIP-seq	Homo sapiens	JUN-human	664540796	GRCh38
ENCFF404ENE	bam	alignments	ENCSR708DGM	ChIP-seq	Homo sapiens	JUN-human	757769031	GRCh38
ENCFF226ABL	bam	alignments	ENCSR708DGM	ChIP-seq	Homo sapiens	JUN-human	782761586	GRCh38
ENCFF393EHE	bam	alignments	ENCSR538RDA	ChIP-seq	Homo sapiens	ZNF560-human	5013755941	GRCh38
ENCFF089XRF	bam	alignments	ENCSR538RDA	ChIP-seq	Homo sapiens	ZNF560-human	5343959597	GRCh38
ENCFF295PIG	bam	alignments	ENCSR130TQM	ChIP-seq	Homo sapiens	CTCF-human	757164815	GRCh38
ENCFF899PRC	bam	alignments	ENCSR130TQM	ChIP-seq	Homo sapiens	CTCF-human	737004670	GRCh38
ENCFF129KWX	bam	alignments	ENCSR130TQM	ChIP-seq	Homo sapiens	CTCF-human	642460780	GRCh38
ENCFF757GXN	bam	alignments	ENCSR623KNM	ChIP-seq	Homo sapiens	ELK1-human	532705308	GRCh38
ENCFF826GGN	bam	alignments	ENCSR623KNM	ChIP-seq	Homo sapiens	ELK1-human	728549072	GRCh38
ENCFF436WOY	bam	alignments	ENCSR428BKN	ChIP-seq	Homo sapiens	CTCF-human	3387294892	GRCh38
ENCFF095OEN	bam	alignments	ENCSR729HVR	ChIP-seq	Homo sapiens	ZNF644-human	859802968	GRCh38
ENCFF334BPF	bam	alignments	ENCSR729HVR	ChIP-seq	Homo sapiens	ZNF644-human	1639215325	GRCh38
ENCFF979BFW	bam	alignments	ENCSR359NFW	ChIP-seq	Homo sapiens	USF2-human	509264505	GRCh38
ENCFF102ZOS	bam	alignments	ENCSR359NFW	ChIP-seq	Homo sapiens	USF2-human	704106450	GRCh38
ENCFF282IXA	bam	alignments	ENCSR000BTK	ChIP-seq	Homo sapiens	GABPA-human	981081485	GRCh38
ENCFF662PDI	bam	alignments	ENCSR000BTK	ChIP-seq	Homo sapiens	GABPA-human	901539713	GRCh38
ENCFF251EVS	bam	alignments	ENCSR975SSR	ChIP-seq	Homo sapiens	ELF1-human	1272061373	GRCh38
ENCFF619SRD	bam	alignments	ENCSR975SSR	ChIP-seq	Homo sapiens	ELF1-human	1502995676	GRCh38
ENCFF615CWW	bam	alignments	ENCSR000FAT	ChIP-seq	Homo sapiens	STAT2-human	227693827	GRCh38
